dataname,auditor_idx,vulnerability,function_name
2018-19830,0,Integer Overflow,transfer
2018-19830,0,Access Control,transfer
2018-19830,0,Frozen Account,transfer
2018-19830,0,Liquidity Switch,transfer
2018-19830,0,Integer Overflow,transferFrom
2018-19830,0,Access Control,transferFrom
2018-19830,0,Frozen Account,transferFrom
2018-19830,0,Liquidity Switch,transferFrom
2018-19830,0,Integer Overflow,approve
2018-19830,0,Access Control,approve
2018-19830,0,Frozen Account,approve
2018-19830,0,Liquidity Switch,approve
