dataname,auditor_idx,vulnerability,function_name
2018-13625,Extract the auditor_idx,Integer Overflow,lend
2018-13625,Extract the auditor_idx,Integer Overflow,repayLoan
2018-13625,Extract the auditor_idx,Integer Overflow,settlement
2018-13625,Extract the auditor_idx,Integer Overflow,mintlvlToken
2018-13625,Extract the auditor_idx,Integer Overflow,burnlvlToken
2018-13625,Extract the auditor_idx,Integer Overflow,transfer
2018-13625,Extract the auditor_idx,Integer Overflow,transferFrom
2018-13625,Extract the auditor_idx,Integer Overflow,receiveApproval
2018-13625,Extract the auditor_idx,Integer Overflow,setlvlSign
2018-13625,Extract the auditor_idx,Integer Overflow,setlvlNominalValue
2018-13625,Extract the auditor_idx,Integer Overflow,setlvlUpdate
2018-13625,Extract the auditor_idx,Integer Overflow,setlvlWebsite
2018-13625,Extract the auditor_idx,Integer Overflow,setlvlNfee
