dataname,auditor_idx,vulnerability,function_name
2018-13703,Extract the auditor_idx,Integer Overflow,mintToken
2018-13703,Extract the auditor_idx,Integer Overflow,receiveApproval
2018-13703,Extract the auditor_idx,Integer Overflow,adm_trasfer
2018-13703,Extract the auditor_idx,Integer Overflow,transfer
2018-13703,Extract the auditor_idx,Integer Overflow,transferFrom
2018-13703,Extract the auditor_idx,Integer Overflow,approve
2018-13703,Extract the auditor_idx,Integer Overflow,burn
2018-13703,Extract the auditor_idx,Integer Overflow,burnFrom
2018-13703,Extract the auditor_idx,Integer Overflow,freezeAccount
2018-13703,Extract the auditor_idx,Integer Overflow,getCollectedAmount
2018-13703,Extract the auditor_idx,Integer Overflow,balanceOf
2018-13703,Extract the auditor_idx,Integer Overflow,totalSupply
2018-13703,Extract the auditor_idx,Integer Overflow,getEthRate
2018-13703,Extract the auditor_idx,Integer Overflow,getTokenPrice
2018-13703,Extract the auditor_idx,Integer Overflow,setEthRate
2018-13703,Extract the auditor_idx,Integer Overflow,setTokenPrice
2018-13703,Extract the auditor_idx,Integer Overflow,setTransferStatus
2018-13703,Extract the auditor_idx,Integer Overflow,changeIcoStatus
2018-13703,Extract the auditor_idx,Integer Overflow,withdraw
2018-13703,Extract the auditor_idx,Integer Overflow,withdraw_all
