dataname,auditor_idx,vulnerability,function_name
2018-13703,,Integer Overflow,mintToken
2018-13703,,Integer Overflow,transferOwnership
2018-13703,,Integer Overflow,freezeAccount
2018-13703,,Integer Overflow,getCollectedAmount
2018-13703,,Integer Overflow,balanceOf
2018-13703,,Integer Overflow,transfer
2018-13703,,Integer Overflow,transferFrom
2018-13703,,Integer Overflow,approve
2018-13703,,Integer Overflow,approveAndCall
2018-13703,,Integer Overflow,burn
2018-13703,,Integer Overflow,burnFrom
2018-13703,,Integer Overflow,setEthRate
2018-13703,,Integer Overflow,setTransferStatus
