dataname,auditor_idx,vulnerability,function_name
2021-34272,0,Lack of Access Control,mintToken
2021-34272,0,Lack of Access Control,freezeAccount
2021-34272,0,Lack of Access Control,setPrices
2021-34272,0,Lack of Access Control,setExchange
2021-34272,0,Lack of Access Control,buy
2021-34272,0,Lack of Access Control,sell
2021-34272,0,Lack of Access Control,mintPreSaleTokens
2021-34272,0,Lack of Access Control,refundPreSaleTokens
2021-34272,0,Lack of Access Control,setPreSaleStartTime
2021-34272,0,Lack of Access Control,setPreSaleEndTime
2021-34272,0,Lack of Access Control,setPreSaleMaxTokens
2021-34272,0,Lack of Access Control,setPreSaleMaxAmount
2021-34272,0,Lack of Access Control,setPreSaleMinAmount
2021-34272,0,Lack of Access Control,setPreSaleTokensRemaining
2021-34272,0,Lack of Access Control,setPreSaleTokensSold
2021-34272,0,Lack of Access Control,setPreSaleTokensBought
2021-34272,0,Lack of Access Control,setPreSaleTokensRefunded
