dataname,auditor_idx,vulnerability,function_name
2018-19832,0,Timestamp Dependency,distr
2018-19832,0,Block Number Dependency,distr
2018-19832,0,Delegatecall Dependency,getTokens
2018-19832,0,Reentrancy,withdraw
2018-19832,0,Critical Ether Transfer,withdraw
2018-19832,0,Integer Overflow,transfer
2018-19832,0,Delegate Ether Delegate,transfer
2018-19832,0,Revenue Loss,transfer
2018-19832,0,Reentrancy,approve
2018-19832,0,Arithmetic Overflow,transferFrom
2018-19832,0,Timestamp Dependency,approve
2018-19832,0,Block Number Dependency,transfer
2018-19832,0,Timestamp Dependency,withdraw
2018-19832,0,Delegatecall Dependency,buyTokens
2018-19832,0,Arithmetic Overflow,buyTokens
2018-19832,0,Timestamp Dependency,buyTokens
2018-19832,0,Block Number Dependency,buyTokens
2018-19832,0,Arithmetic Overflow,buyTokens
2018-19832,0,Timestamp Dependency,buyTokens
2018-19832,0,Block Number Dependency,buyTokens
2018-19832,0,Arithmetic Overflow,buyTokens
2018-19832,0,Timestamp Dependency,buyTokens
2018-19832,0,Block Number Dependency,buyTokens
2018-19832,0,Arithmetic Overflow,buyTokens
