dataname,auditor_idx,vulnerability,function_name
2018-13493,0,Integer Overflow,TokenERC20
2018-13493,1,Integer Overflow,mul
2018-13493,1,Integer Overflow,div
2018-13493,1,Integer Overflow,sub
2018-13493,1,Integer Overflow,add
2018-13493,1,Integer Overflow,transfer
2018-13493,3,Token Devalue,mintToken
2018-13493,3,Token Devalue,setPrices
2018-13493,3,Access Control,mintToken
2018-13493,3,Access Control,setPrices
2018-13493,3,Integer Overflow,mintToken
2018-13493,3,Integer Overflow,setPrices
2018-13493,4,Integer Overflow,mintToken
2018-13493,4,Integer Overflow,setPrices
2018-13493,4,Integer Overflow,sell
2018-13493,4,Integer Overflow,()
2018-13493,4,Integer Overflow,()
2018-13493,2,Integer Overflow,transfer
2018-13493,2,Wrong Logic,transferFrom
2018-13493,2,Bad Randomness,approveAndCall
2018-13493,2,Access Control,mintToken
2018-13493,2,Typo Constructor,freezeAccount
