dataname,auditor_idx,vulnerability,function_name
2018-13079,0,Integer Overflow,mintToken
2018-13079,0,Access Control,freezeAccount
2018-13079,0,Access Control,setPrices
2018-13079,0,Integer Overflow,buy
2018-13079,0,Integer Overflow,sell
2018-13079,0,Access Control,transferFrom
2018-13079,0,Access Control,approve
2018-13079,0,Access Control,approveAndCall
2018-13079,0,Access Control,burn
2018-13079,0,Access Control,burnFrom
2018-13079,0,Access Control,setSellPrice
2018-13079,0,Access Control,setBuyPrice
2018-13079,0,Access Control,BurntoWETH
2018-13079,0,Access Control,BurnFromETH
2018-13079,0,Access Control,setOwner
2018-13079,0,Access Control,setWorldOwner
2018-13079,0,Access Control,setBalance
2018-13079,0,Access Control,setOwnerBalance
2018-13079,0,Access Control,setWorldOwnerBalance
2018-13079,0,Access Control,setOwnerName
2018-13079,0,Access Control,setWorldOwnerName
2018-13079,0,Access Control,setBalanceOf
2018-13079,0,Access Control,setBalanceOfOwner
2018-13079,0,Access Control,setBalanceOfUser
2018-13079,0,Access Control,setOwnerBalanceOf
2018-13079,0,Access Control,setWorldOwnerBalanceOf
2018-13079,0,Access Control,setOwnerName
2018-13079,0,Access Control,setWorldOwnerName
2018-13079,0,Access Control,setBalanceOf
2018-13079,0,Access Control,setBalanceOfOwner
2018-13079,0,Access Control,setBalanceOfUser
2018-13079,0,Access Control,setOwnerBalanceOf
2018-13079,0,Access Control,setWorldOwnerBalanceOf
