dataname,auditor_idx,vulnerability,function_name
2018-19834,0,Integer Overflow,transfer
2018-19834,0,Timestamp Dependency,transfer
2018-19834,0,Block Number Dependency,transfer
2018-19834,0,Critical Ether Balance,transfer
2018-19834,0,Ether Strict Equality,transfer
2018-19834,0,Revenue Loss,transfer
2018-19834,0,Integer Overflow,approve
2018-19834,0,Integer Overflow,increaseApproval
2018-19834,0,Integer Overflow,decreaseApproval
2018-19834,0,Delegatecall to Delegate,mint
2018-19834,0,Ether Strict Equality,withdraw
2018-19834,0,Reentrancy,withdraw
2018-19834,0,Delegatecall Dependency,buy
2018-19834,0,Ether Strict Equality,buy
2018-19834,0,Reentrancy,buy
