dataname,auditor_idx,vulnerability,function_name
2018-17050,0,Integer Overflow,transfer
2018-17050,0,Integer Overflow,transferFrom
2018-17050,0,Integer Overflow,mintToken
2018-17050,0,Typo Constructor,PolyAi
2018-17050,1,Integer Overflow,transfer
2018-17050,1,Wrong Logic,transferFrom
2018-17050,1,Access Control,mintToken
2018-17050,1,Typo Constructor,PolyAi
2018-17050,3,Integer Overflow,transfer
2018-17050,3,Integer Overflow,transferFrom
2018-17050,3,Access Control,mintToken
2018-17050,3,Wrong Logic,approveAndCall
2018-17050,3,Typo Constructor,transfer
2018-17050,4,Access Control,transferOwnership
2018-17050,4,Access Control,approve
2018-17050,4,Access Control,approveAndCall
2018-17050,4,Access Control,transferFrom
2018-17050,4,Access Control,freezeAccount
2018-17050,2,Integer Overflow,transfer
2018-17050,2,Wrong Logic,transferFrom
2018-17050,2,Bad Randomness,approveAndCall
2018-17050,2,Access Control,mintToken
2018-17050,2,Access Control,freezeAccount
