dataname,auditor_idx,vulnerability,function_name
2018-13077,0,Integer Overflow,mintToken
2018-13077,0,Integer Overflow,transferFrom
2018-13077,0,Integer Overflow,approve
2018-13077,0,Integer Overflow,burn
2018-13077,0,Integer Overflow,burnFrom
2018-13077,1,Unrestricted Ownership Transfer,transferOwnership
2018-13077,1,Unchecked Call to External Contract,approveAndCall
2018-13077,1,Unrestricted Burning of Tokens,burn
2018-13077,1,Unrestricted Burning of Tokens,burnFrom
2018-13077,1,Unrestricted Price Manipulation,setPrices
2018-13077,1,Unrestricted Purchase of Tokens,buy
2018-13077,1,Unrestricted Sale of Tokens,sell
2018-13077,2,Reentrancy,transfer
2018-13077,2,Unrestricted Approval,approveAndCall
