dataname,auditor_idx,vulnerability,function_name
2018-14084,0,Integer Overflow,mintToken
2018-14084,0,Unrestricted Minting,mintToken
2018-14084,1,Integer Overflow,mintToken
2018-14084,1,Unchecked Caller,transferFrom
2018-14084,1,Unprotected Call,approveAndCall
2018-14084,1,Arithmetic Overflow,burnFrom
2018-14084,1,Selfdestruct Vulnerability,selfdestructs
2018-14084,2,Unrestricted Minting,mintToken
2018-14084,2,Selfdestruct Vulnerability,selfdestructs
2018-14084,2,Direct ETH Transfer,getEth
2018-14084,2,Unrestricted Initial Supply Change,newinitialSupply
