dataname,auditor_idx,vulnerability,function_name
2018-13132,0,Integer Overflow,mint
2018-13132,0,Integer Overflow,migrate
2018-13132,0,Integer Overflow,setMigrationAgent
2018-13132,0,Integer Overflow,buyTokens
2018-13132,0,Integer Overflow,creditJackpotTokens
2018-13132,1,Integer Overflow,buyTokens
2018-13132,1,Unrestricted Migration Agent,buyTokens
2018-13132,2,Integer Overflow,creditJackpotTokens
2018-13132,2,Access Control,convertPresaleTokens
2018-13132,2,Access Control,creditJackpotTokens
2018-13132,2,Access Control,buyTokens
2018-13132,2,Access Control,pauseIco
2018-13132,2,Access Control,resumeIco
