dataname,auditor_idx,vulnerability,function_name
2018-13493,1,Incorrect naming convention for the contract,TokenERC20
2018-13493,2,Incorrect naming convention for the contract,TokenERC20
2018-13493,3,Incorrect naming convention for the contract,TokenERC20
2018-13493,4,Incorrect naming convention for the contract,TokenERC20
2018-13493,5,Incorrect naming convention for the contract,TokenERC20
2018-13493,6,Incorrect naming convention for the contract,TokenERC20
2018-13493,7,Incorrect naming convention for the contract,TokenERC20
2018-13493,8,Incorrect naming convention for the contract,TokenERC20
2018-13493,9,Incorrect naming convention for the contract,TokenERC20
2018-13493,10,Incorrect naming convention for the contract,TokenERC20
2018-13493,11,Incorrect naming convention for the contract,TokenERC20
2018-13493,12,Incorrect naming convention for the contract,TokenERC20
2018-13493,13,Incorrect naming convention for the contract,TokenERC20
2018-13493,14,Incorrect naming convention for the contract,TokenERC20
2018-13493,15,Incorrect naming convention for the contract,TokenERC20
2018-13493,16,Incorrect naming convention for the contract,TokenERC20
2018-13493,17,Incorrect naming convention for the contract,TokenERC20
2018-13493,18,Incorrect naming convention for the contract,TokenERC20
2018-13493,19,Incorrect naming convention for the contract,TokenERC20
2018-13493,20,Incorrect naming convention for the contract,TokenERC20
2018-13493,21,Incorrect naming convention for the contract,TokenERC20
2018-13493,22,Incorrect naming convention for the contract,TokenERC20
2018-13493,23,Incorrect naming convention for the contract,TokenERC20
2018-13493,24,Incorrect naming convention for the contract,TokenERC20
2018-13493,25,Incorrect naming convention for the contract,TokenERC20
2018-13493,26,Incorrect naming convention for the contract,TokenERC20
2018-13493,27,Incorrect naming convention for the contract,TokenERC20
2018-13493,28,Incorrect naming convention for the contract,TokenERC20
2018-13493,29,Incorrect naming convention for the contract,TokenERC20
2018-13493,30,Incorrect naming convention for the contract,TokenERC20
2018-13493,31,Incorrect naming convention for the contract,TokenERC20
2018-13493,32,Incorrect naming convention for the contract,TokenERC20
2018-13493,33,Incorrect naming convention for the contract,TokenERC20
