dataname,auditor_idx,vulnerability,function_name
2021-33403,0,integer overflow,getExchangeRate
2021-33403,0,integer overflow,setEarlyInvestorExchangeRate
2021-33403,0,integer overflow,setStartDate
2021-33403,0,integer overflow,setStartRefund
2021-33403,0,integer overflow,setExchangeRate
2021-33403,0,integer overflow,setICORunning
2021-33403,0,integer overflow,setTransfer
2021-33403,0,integer overflow,addInitialInvestor
2021-33403,0,integer overflow,addToken
2021-33403,0,integer overflow,transfer
2021-33403,0,integer overflow,transferFrom
2021-33403,0,integer overflow,approve
2021-33403,0,integer overflow,allowance
2021-33403,0,integer overflow,finalize
2021-33403,0,integer overflow,refund
