dataname,auditor_idx,vulnerability,function_name
2018-19832,0,Integer Overflow,setBalance
2018-19832,0,Integer Overflow,transfer
2018-19832,0,Integer Overflow,transferFrom
2018-19832,0,Integer Overflow,mintToken
2018-19832,0,Integer Overflow,freezeAccount
2018-19832,0,Integer Overflow,setRate
2018-19832,0,Integer Overflow,setMinBalanceForAccounts
2018-19832,0,Integer Overflow,setSelling
2018-19832,0,Integer Overflow,buy
2018-19832,0,Integer Overflow,withdrawToOwner
2018-19832,0,Integer Overflow,_transfer
