dataname,auditor_idx,vulnerability,function_name
2018-13131,0,Integer Overflow,mintToken
2018-13131,0,Wrong Logic,mintToken
2018-13131,0,Typo Constructor,mintToken
2018-13131,0,Denial of Service,mintToken
2018-13131,0,Bad Randomness,mintToken
2018-13131,0,Integer Overflow,mint
2018-13131,0,Wrong Logic,mint
2018-13131,0,Access Control,mint
2018-13131,0,Typo Constructor,mint
2018-13131,0,Denial of Service,mint
2018-13131,0,Bad Randomness,mint
2018-13131,0,Bad Randomness,PayWinner
2018-13131,0,Denial of Service,PayWinner
2018-13131,0,Typo Constructor,PayWinner
2018-13131,0,Access Control,PayWinner
