dataname,auditor_idx,vulnerability,function_name
2018-12454,Extract the auditor_idx,Integer Overflow,setBettingCondition
2018-12454,Extract the auditor_idx,Integer Overflow,finish
2018-12454,Extract the auditor_idx,Integer Overflow,getMaxContenders
2018-12454,Extract the auditor_idx,Integer Overflow,getBettingPrice
2018-12454,Extract the auditor_idx,Integer Overflow,getBalance
2018-12454,Extract the auditor_idx,Integer Overflow,getLotteryMoney
2018-12454,Extract the auditor_idx,Integer Overflow,getBettingStatus
2018-12454,Extract the auditor_idx,Integer Overflow,getDeveloperAddress
2018-12454,Extract the auditor_idx,Integer Overflow,getDeveloperFee
2018-12454,Extract the auditor_idx,Integer Overflow,getWinner
2018-12454,Extract the auditor_idx,Integer Overflow,getStartTime
2018-12454,Extract the auditor_idx,Integer Overflow,getGameIndex
2018-12454,Extract the auditor_idx,Integer Overflow,getNumGuesses
2018-12454,Extract the auditor_idx,Integer Overflow,getCurHash
2018-12454,Extract the auditor_idx,Integer Overflow,getGuess
2018-12454,Extract the auditor_idx,Integer Overflow,getGuesses
2018-12454,Extract the auditor_idx,Integer Overflow,sendPrizeToWinner
2018-12454,Extract the auditor_idx,Integer Overflow,startLottery
2018-12454,Extract the auditor_idx,Integer Overflow,addguess
