dataname,auditor_idx,vulnerability,function_name
2018-14087,0,Integer Overflow,mintToken
2018-14087,0,Integer Overflow,burnFrom
2018-14087,0,Typo Constructor,selfdestructs
2018-14087,0,Bad Randomness,getEth
2018-14087,1,Integer Overflow,mintToken
2018-14087,1,Frontdoor attack,freezeAccount
2018-14087,1,Uncontrolled prices,setPrices
2018-14087,1,Arbitrary execution,buy
2018-14087,1,Uncontrolled Selfdestruct,selfdestructs
2018-14087,1,Arbitrary Fund Transfer,getEth
2018-14087,2,Integer Overflow,mintToken
2018-14087,2,Access Control,freezeAccount
2018-14087,2,Integer Overflow,setPrices
2018-14087,2,Integer Overflow,buy
2018-14087,2,Integer Overflow,selfdestructs
2018-14087,2,Integer Overflow,getEth
2018-14087,2,Access Control,balanceOfa
2018-14087,2,Access Control,setPrices
