dataname,auditor_idx,vulnerability,function_name
2018-13325,0,Integer Overflow,transfer
2018-13325,0,Integer Overflow,transferFrom
2018-13325,0,Integer Overflow,approve
2018-13325,0,Integer Overflow,approveAndCall
2018-13325,0,Integer Overflow,transferOwnership
2018-13325,0,Integer Overflow,setPrices
2018-13325,0,Integer Overflow,setBuyOpen
2018-13325,0,Integer Overflow,setSellOpen
2018-13325,0,Integer Overflow,transferEth
2018-13325,0,Integer Overflow,_transfer
2018-13325,0,Integer Overflow,_buy
2018-13325,0,Integer Overflow,_sell
