dataname,auditor_idx,vulnerability,function_name
2018-13533,0,Integer Overflow,transfer
2018-13533,0,Integer Overflow,transferFrom
2018-13533,0,Integer Overflow,buy
2018-13533,0,Integer Overflow,sell
2018-13533,0,Integer Overflow,refillTokens
2018-13533,1,Integer Overflow,sell
2018-13533,3,Integer Overflow,mintToken
2018-13533,4,Integer Overflow,mintToken
2018-13533,4,Integer Overflow,transferFrom
2018-13533,4,Integer Overflow,buy
2018-13533,4,Integer Overflow,sell
2018-13533,4,Integer Overflow,refillTokens
2018-13533,2,Integer Overflow,mintToken
2018-13533,2,Access Control,freezeAccount
2018-13533,2,Integer Overflow,setPrices
2018-13533,2,Access Control,setStatus
2018-13533,2,Integer Overflow,deposit
2018-13533,2,Integer Overflow,withdraw
2018-13533,2,Integer Overflow,buy
2018-13533,2,Integer Overflow,sell
