dataname,auditor_idx,vulnerability,function_name
2018-13083,0,Integer Overflow,mintToken
2018-13083,0,Integer Overflow,transferFrom
2018-13083,0,Integer Overflow,approve
2018-13083,0,Integer Overflow,approveAndCall
2018-13083,0,Integer Overflow,burn
2018-13083,0,Integer Overflow,burnFrom
2018-13083,1,Unprotected Ownership Transfer,transferOwnership
2018-13083,1,Frozen Account Check Missing,transfer
2018-13083,1,Frozen Account Check Missing,transferFrom
2018-13083,1,Frozen Account Check Missing,approve
2018-13083,1,Frozen Account Check Missing,approveAndCall
2018-13083,1,Frozen Account Check Missing,burn
2018-13083,1,Frozen Account Check Missing,burnFrom
2018-13083,2,SQL Injection,get_user_input
2018-13083,2,Cross-Site Scripting (XSS),get_user_input
2018-13083,2,Command Injection,get_user_input
2018-13083,2,Buffer Overflow,get_user_input
2018-13083,2,Format String,get_user_input
2018-13083,2,Integer Overflow,get_user_input
2018-13083,2,Buffer Underflow,get_user_input
