dataname,auditor_idx,vulnerability,function_name
2018-13836,Extract the auditor_idx,Integer Overflow,transfer
2018-13836,Extract the auditor_idx,Integer Overflow,transferFrom
2018-13836,Extract the auditor_idx,Integer Overflow,setupAirDrop
2018-13836,Extract the auditor_idx,Integer Overflow,withdrawFunds
2018-13836,Extract the auditor_idx,Access Control,balances
2018-13836,Extract the auditor_idx,Access Control,allowed
2018-13836,Extract the auditor_idx,Bad Randomness,transfer
2018-13836,Extract the auditor_idx,Bad Randomness,transferFrom
2018-13836,Extract the auditor_idx,Access Control,balances
2018-13836,Extract the auditor_idx,Access Control,allowed
2018-13836,Extract the auditor_idx,Integer Overflow,setupAirDrop
2018-13836,Extract the auditor_idx,Integer Overflow,withdrawFunds
2018-13836,Extract the auditor_idx,Access Control,balances
2018-13836,Extract the auditor_idx,Access Control,allowed
