dataname,vulnerability,function_name,auditor_idx,match
CVE-2018-13722,Integer Overflow,transferFrom,0,False
CVE-2018-13722,Bad Randomness,approve,0,False
CVE-2018-13722,Integer Overflow,addApproval,0,False
CVE-2018-13722,Integer Overflow,transfer,0,False
CVE-2018-13722,Integer Overflow,subApproval,0,False
CVE-2018-17968,Integer Overflow,executeRoom,0,False
CVE-2018-17968,Integer Overflow,enter,0,False
CVE-2018-17968,Integer Overflow,refundPlayersInRoom,0,False
CVE-2018-17968,Integer Overflow,distributeFunds,0,False
CVE-2018-17968,Integer Overflow,enterWithReferral,0,False
CVE-2018-13132,Integer Overflow,transferFrom,0,False
CVE-2018-13132,Integer Overflow,decreaseApproval,0,False
CVE-2018-13132,Integer Overflow,approve,0,False
CVE-2018-13132,Integer Overflow,increaseApproval,0,False
CVE-2018-13132,Integer Overflow,transfer,0,False
CVE-2018-13128,Integer Overflow,approve,0,False
CVE-2018-13128,Integer Overflow,transferFrom,0,False
CVE-2018-13128,Integer Overflow,mint,0,True
CVE-2018-13128,Integer Overflow,transfer,0,False
CVE-2018-13128,Integer Overflow,burn,0,False
CVE-2018-13777,Typo Constructor,RRToken,0,False
CVE-2018-13777,Integer Overflow,_transfer,0,False
CVE-2018-13777,Access Control,mintToken,0,False
CVE-2018-13777,Wrong Logic,transferFrom,0,False
CVE-2018-12062,Integer Overflow,transfer,0,False
CVE-2018-12062,Wrong Logic,transferFrom,0,False
CVE-2018-12062,Access Control,mintToken,0,False
CVE-2018-12062,Typo Constructor,SwftCoin,0,False
CVE-2018-12062,Bad Randomness,setPrices,0,False
CVE-2018-17071,Wrong Logic,stopGame,0,False
CVE-2018-17071,Typo Constructor,stopGame,0,False
CVE-2018-17071,Bad Randomness,stopGame,0,False
CVE-2018-17071,Integer Overflow,stopGame,0,False
CVE-2018-17071,Access Control,stopGame,0,False
CVE-2018-12083,Integer Overflow,transfer,0,False
CVE-2018-12083,Integer Overflow,burn,0,False
CVE-2018-12083,Integer Overflow,transferFrom,0,False
CVE-2018-12083,Integer Overflow,_transfer,0,False
CVE-2018-12083,Integer Overflow,approveAndCall,0,False
CVE-2018-14001,Integer Overflow,transferFrom,0,False
CVE-2018-14001,Integer Overflow,Trade,0,False
CVE-2018-14001,Integer Overflow,approve,0,False
CVE-2018-14001,Integer Overflow,batchTransfer,0,True
CVE-2018-14001,Integer Overflow,transfer,0,False
CVE-2018-13208,Typo Constructor,buy,0,False
CVE-2018-13208,Integer Overflow,transfer,0,False
CVE-2018-13208,Integer Overflow,transferFrom,0,False
CVE-2018-13208,Bad Randomness,mintToken,0,False
CVE-2018-13208,Access Control,setPrices,0,False
CVE-2018-13325,Integer Overflow,transferFrom,0,False
CVE-2018-13325,Integer Overflow,transfer,0,False
CVE-2018-13325,Wrong Logic,setBuyOpen,0,False
CVE-2018-13325,Integer Overflow,approve,0,False
CVE-2018-13325,Bad Randomness,setPrices,0,False
CVE-2018-13129,Integer Overflow,approve,0,False
CVE-2018-13129,Integer Overflow,transferFrom,0,False
CVE-2018-13129,Integer Overflow,decreaseApproval,0,False
CVE-2018-13129,Integer Overflow,increaseApproval,0,False
CVE-2018-13129,Integer Overflow,transfer,0,False
CVE-2018-12702,Typo Constructor,approveAndCall,0,False
CVE-2018-12702,Integer Overflow,transferFrom,0,False
CVE-2018-12702,Typo Constructor,approveAndCallcode,0,False
CVE-2018-12702,Integer Overflow,transfer,0,False
CVE-2018-12702,Bad Randomness,approve,0,False
CVE-2020-17753,Integer Overflow,RC.buyImplementation,0,False
CVE-2020-17753,Integer Overflow,RC.buyFromRC,0,False
CVE-2020-17753,Integer Overflow,RC.takeEther,0,False
CVE-2020-17753,Integer Overflow,RC.claimTokenBonus,0,False
CVE-2020-17753,Integer Overflow,RC.giveToken,0,False
CVE-2018-12230,Integer Overflow,transferFrom,0,False
CVE-2018-12230,Integer Overflow,transfer,0,False
CVE-2018-12230,Bad Randomness,approve,0,False
CVE-2018-12230,Integer Overflow,mintToken,0,False
CVE-2018-12230,Access Control,freezeAccount,0,False
CVE-2018-12703,Typo Constructor,approveAndCallcode,0,False
CVE-2018-12703,Bad Randomness,approve,0,False
CVE-2018-12703,Integer Overflow,transfer,0,False
CVE-2018-12703,Typo Constructor,approveAndCall,0,False
CVE-2018-12703,Integer Overflow,transferFrom,0,False
CVE-2018-14085,Bad Randomness,Controller.makeWallet(),0,False
CVE-2018-14085,Typo Constructor,Controller.Controller(),0,False
CVE-2018-14085,Integer Overflow,DefaultSweeper.sweep(),0,False
CVE-2018-14085,Access Control,Controller.changeAuthorizedCaller(),0,False
CVE-2018-14085,Wrong Logic,UserWallet.sweep(),0,False
CVE-2018-18425,Bad Randomness,transferFrom,0,False
CVE-2018-18425,Access Control,withdraw,0,False
CVE-2018-18425,Wrong Logic,getTokenBalance,0,False
CVE-2018-18425,Integer Overflow,updateTokensPerEth,0,False
CVE-2018-18425,Typo Constructor,withdrawAltcoinTokens,0,False
CVE-2018-17050,Integer Overflow,transferFrom,0,False
CVE-2018-17050,Integer Overflow,transfer,0,False
CVE-2018-17050,Integer Overflow,mintToken,0,True
CVE-2018-14006,Integer Overflow,approve,0,False
CVE-2018-14006,Integer Overflow,decreaseApproval,0,False
CVE-2018-14006,Integer Overflow,transferFrom,0,False
CVE-2018-14006,Integer Overflow,transfer,0,False
CVE-2018-14006,Integer Overflow,increaseApproval,0,False
CVE-2018-13075,Integer Overflow,burn,0,False
CVE-2018-13075,Integer Overflow,approve,0,False
CVE-2018-13075,Integer Overflow,burnFrom,0,False
CVE-2018-13075,Integer Overflow,transfer,0,False
CVE-2018-13075,Integer Overflow,transferFrom,0,False
CVE-2018-10666,Bad Randomness,setExportFee,0,False
CVE-2018-10666,Integer Overflow,feeFor,0,False
CVE-2018-10666,Integer Overflow,transferFrom,0,False
CVE-2018-10666,Integer Overflow,transfer,0,False
CVE-2018-10666,Integer Overflow,approve,0,False
CVE-2018-13076,Integer Overflow,transfer,0,False
CVE-2018-13076,Integer Overflow,mintToken,0,True
CVE-2018-13076,Integer Overflow,transferFrom,0,False
CVE-2018-13076,Bad Randomness,setBuyRate,0,False
CVE-2018-13076,Integer Overflow,buy,0,False
CVE-2018-17877,Integer Overflow,getMyRevenue,0,False
CVE-2018-17877,Integer Overflow,getHeartPrice,0,False
CVE-2018-17877,Integer Overflow,getTimeLeft,0,False
CVE-2018-17877,Integer Overflow,updateTimer,0,False
CVE-2018-17877,Integer Overflow,buyHeart,0,False
CVE-2018-13071,Integer Overflow,distributeTokens,0,False
CVE-2018-13071,Integer Overflow,transferFrom,0,False
CVE-2018-13071,Integer Overflow,buy,0,False
CVE-2018-13071,Integer Overflow,mintToken,0,True
CVE-2018-13071,Integer Overflow,transfer,0,False
CVE-2018-13088,Integer Overflow,transfer,0,False
CVE-2018-13088,Integer Overflow,approve,0,False
CVE-2018-13088,Integer Overflow,_transfer,0,False
CVE-2018-13088,Integer Overflow,setPrices,0,False
CVE-2018-13088,Integer Overflow,buy,0,False
CVE-2018-13533,Integer Overflow,transferFrom,0,False
CVE-2018-13533,Integer Overflow,transfer,0,False
CVE-2018-13533,Integer Overflow,sell,0,False
CVE-2018-13533,Integer Overflow,_transfer,0,False
CVE-2018-13533,Integer Overflow,buy,0,False
CVE-2021-34273,Typo Constructor,B2X,0,False
CVE-2021-34273,Wrong Logic,transfer,0,False
CVE-2021-34273,Access Control,transferOwnership,0,False
CVE-2021-34273,Integer Overflow,transferFrom,0,False
CVE-2021-34273,Bad Randomness,distributeToken,0,False
CVE-2018-10299,Integer Overflow,batchTransfer,0,True
CVE-2018-10299,Integer Overflow,transfer,0,False
CVE-2018-10299,Typo Constructor,BecToken,0,False
CVE-2018-10299,Integer Overflow,approve,0,False
CVE-2018-10299,Integer Overflow,transferFrom,0,False
