dataname,auditor_idx,vulnerability,function_name
2018-13081,0,Arbitrary Token Minting,mintToken
2018-13081,0,Arbitrary Token Transfer,transfer
2018-13081,0,Arbitrary Token Transfer,transferFrom
2018-13081,0,Arbitrary Token Approval,approve
2018-13081,0,Arbitrary Token Purchase,buy
2018-13081,1,Typo Constructor,owned
2018-13081,1,Integer Overflow,transfer
2018-13081,1,Integer Overflow,transferFrom
2018-13081,1,Wrong Logic,transfer
2018-13081,1,Wrong Logic,transferFrom
2018-13081,1,Access Control,approve
2018-13081,1,Access Control,approveAndCall
2018-13081,1,Access Control,mintToken
2018-13081,1,Access Control,freezeAccount
2018-13081,1,Access Control,setBuyRate
2018-13081,1,Access Control,setSelling
2018-13081,1,Integer Overflow,buy
2018-13081,1,Integer Overflow,withdrawToOwner
2018-13081,2,Insecure input handling,user
