dataname,auditor_idx,vulnerability,function_name
2018-10666,0,Access Control,withdraw
2018-10666,0,Access Control,deposit
2018-10666,0,Access Control,randomNumber
2018-10666,0,Access Control,setOwner
2018-10666,0,Integer Overflow,withdraw
2018-10666,0,Integer Overflow,deposit
2018-10666,0,Integer Overflow,randomNumber
2018-10666,0,Integer Overflow,setOwner
2018-10666,0,Bad Randomness,withdraw
2018-10666,0,Bad Randomness,deposit
2018-10666,0,Bad Randomness,randomNumber
2018-10666,0,Bad Randomness,setOwner
2018-10666,0,Wrong Logic,withdraw
2018-10666,0,Wrong Logic,deposit
2018-10666,0,Wrong Logic,randomNumber
2018-10666,0,Wrong Logic,setOwner
