dataname,auditor_idx,vulnerability,function_name
2018-13113,0,Integer Overflow,transfer
2018-13113,0,Integer Overflow,transferFrom
2018-13113,1,Integer Overflow,transfer
2018-13113,1,Integer Overflow,transferFrom
2018-13113,1,Integer Overflow,approve
2018-13113,1,Integer Overflow,allowance
2018-13113,1,Integer Overflow,setBalance
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mintToken
2018-13113,1,Integer Overflow,mint
