dataname,auditor_idx,vulnerability,function_name
2018-13625,0,Timestamp dependency,transfer
2018-13625,0,Timestamp dependency,lend
2018-13625,0,Timestamp dependency,repayLoan
2018-13625,0,Timestamp dependency,settlement
2018-13625,0,Timestamp dependency,notifyAuthority
2018-13625,0,Timestamp dependency,notifylvlClients
2018-13625,0,Timestamp dependency,taxlvlEconomy
2018-13625,0,Timestamp dependency,rebatelvlEconomy
2018-13625,0,Timestamp dependency,plutocracylvlAchieved
2018-13625,0,Timestamp dependency,mintlvlToken
2018-13625,0,Timestamp dependency,burnlvlToken
2018-13625,0,Timestamp dependency,freezelvlAccount
2018-13625,0,Timestamp dependency,setlvlSign
2018-13625,0,Timestamp dependency,setlvlNominalValue
2018-13625,0,Timestamp dependency,setlvlUpdate
2018-13625,0,Timestamp dependency,setlvlWebsite
2018-13625,0,Timestamp dependency,setlvlNfee
