dataname,auditor_idx,vulnerability,function_name
2018-14006,0,Integer Overflow,transferToContract
2018-14006,0,Integer Overflow,multipleTransfer
2018-14006,0,Integer Overflow,batchTransfer
2018-14006,0,Integer Overflow,burn
2018-14006,0,Integer Overflow,burnFrom
2018-14006,1,Integer Overflow,transfer
2018-14006,1,Wrong Logic,withdraw
2018-14006,1,Bad Randomness,randomNumber
2018-14006,1,Access Control,setOwner
2018-14006,1,Typo Constructor,constructor
2018-14006,2,Integer Overflow,transferFrom
2018-14006,2,Wrong Logic,transferFrom
2018-14006,2,Bad Randomness,transferFrom
