dataname,auditor_idx,vulnerability,function_name
2018-12025,0,Integer Overflow,transfer
2018-12025,0,Integer Overflow,transferFrom
2018-12025,0,Integer Overflow,mintToken
2018-12025,0,Typo Constructor,changeDecimals
2018-12025,1,Integer Overflow,transfer
2018-12025,1,Wrong Logic,transferFrom
2018-12025,1,Access Control,mintToken
2018-12025,1,Typo Constructor,FuturXe
2018-12025,3,Integer Overflow,transfer
2018-12025,3,Wrong Logic,transferFrom
2018-12025,3,Access Control,mintToken
2018-12025,3,Access Control,approve
2018-12025,3,Access Control,transferOwnership
2018-12025,4,Integer Overflow,transferFrom
2018-12025,2,Integer Overflow,mintToken
2018-12025,2,Wrong Logic,freezeAccount
2018-12025,2,Bad Randomness,changeName
2018-12025,2,Bad Randomness,changeSymbol
2018-12025,2,Bad Randomness,changeDecimals
