dataname,auditor_idx,vulnerability,function_name
2018-14089,0,Wrong Logic,setAIRDROPBounce
2018-14089,0,Wrong Logic,setICORatio
2018-14089,0,Wrong Logic,setMINfinney
2018-14089,2,Integer Overflow,setAIRDROPBounce
2018-14089,2,Integer Overflow,setICORatio
2018-14089,2,Integer Overflow,setMINfinney
2018-14089,2,Integer Overflow,burn
2018-14089,2,Integer Overflow,withdraw
2018-14089,2,Wrong Logic,setAIRDROPBounce
2018-14089,2,Wrong Logic,setICORatio
2018-14089,2,Wrong Logic,setMINfinney
2018-14089,2,Wrong Logic,burn
2018-14089,2,Wrong Logic,withdraw
