dataname,auditor_idx,vulnerability,function_name
2018-10468,0,Integer Overflow,transfer
2018-10468,0,Integer Overflow,transferFrom
2018-10468,0,Integer Overflow,approve
2018-10468,0,Integer Overflow,balanceOf
2018-10468,0,Integer Overflow,totalSupply
2018-10468,0,Integer Overflow,getStats
2018-10468,0,Integer Overflow,withdrawForeignTokens
2018-10468,0,Integer Overflow,enablePurchasing
2018-10468,0,Integer Overflow,disablePurchasing
2018-10468,0,Integer Overflow,receiveApproval
2018-10468,0,Integer Overflow,balances
2018-10468,0,Integer Overflow,allowed
2018-10468,0,Integer Overflow,totalContribution
2018-10468,0,Integer Overflow,totalBonusTokensIssued
2018-10468,0,Integer Overflow,purchasingAllowed
2018-10468,0,Integer Overflow,owner
2018-10468,0,Integer Overflow,name
2018-10468,0,Integer Overflow,symbol
2018-10468,0,Integer Overflow,decimals
2018-10468,0,Integer Overflow,Transfer
2018-10468,0,Integer Overflow,Approval
2018-10468,0,Integer Overflow,ReceiveApproval
2018-10468,0,Integer Overflow,Output List
