dataname,auditor_idx,vulnerability,function_name
2018-12067,0,Integer Overflow,mintToken
2018-12067,0,Integer Overflow,transfer
2018-12067,0,Integer Overflow,transferFrom
2018-12067,0,Integer Overflow,sell
2018-12067,1,Typo Constructor,mintToken
2018-12067,1,Integer Overflow,transfer
2018-12067,1,Wrong Logic,transfer
2018-12067,1,Bad Randomness,approveAndCall
2018-12067,1,Access Control,transferFrom
2018-12067,1,Access Control,mintToken
2018-12067,1,Access Control,freezeAccount
2018-12067,1,Access Control,setPrices
2018-12067,1,Integer Overflow,buy
2018-12067,1,Integer Overflow,sell
2018-12067,2,Integer Overflow,mintToken
2018-12067,2,Bad Randomness,setPrices
2018-12067,2,Access Control,freezeAccount
2018-12067,2,Integer Overflow,buy
2018-12067,2,Integer Overflow,sell
