dataname,auditor_idx,vulnerability,function_name
2018-19830,0,Integer Overflow,mintToken
2018-19830,0,Access Control,PayWinner
2018-19830,0,Bad Randomness,morphToken
2018-19830,0,Access Control,transferFrom
2018-19830,0,Access Control,transferOwnership
2018-19830,0,Access Control,switchLiquidity
2018-19830,0,Access Control,liquidityStatus
2018-19830,0,Access Control,freezeAccount
2018-19830,0,Access Control,InvalidCaller
2018-19830,0,Access Control,InvalidAccount
2018-19830,0,Access Control,LiquidityAlarm
2018-19830,0,Integer Overflow,switchLiquidity
