dataname,auditor_idx,vulnerability,function_name
2018-10705,0,Integer Overflow,uploadBalances
2018-10705,0,Wrong Logic,transfer
2018-10705,0,Integer Overflow,approve
2018-10705,0,Integer Overflow,approveAndCall
2018-10705,0,Access Control,unlockToken
2018-10705,1,Integer Overflow,mintToken
2018-10705,1,Incorrect Logic,transfer
2018-10705,2,Access Control,setOwner
2018-10705,2,Integer Overflow,setOwner
2018-10705,2,Bad Randomness,setOwner
2018-10705,2,Access Control,approve
2018-10705,2,Integer Overflow,approve
2018-10705,2,Bad Randomness,approve
2018-10705,2,Access Control,tokenRecipient
2018-10705,2,Integer Overflow,tokenRecipient
2018-10705,2,Bad Randomness,tokenRecipient
2018-10705,2,Access Control,receiveApproval
2018-10705,2,Integer Overflow,receiveApproval
2018-10705,2,Bad Randomness,receiveApproval
2018-10705,2,Access Control,Owner
2018-10705,2,Integer Overflow,Owner
2018-10705,2,Bad Randomness,Owner
2018-10705,2,Access Control,Not Provided
2018-10705,2,Integer Overflow,Not Provided
2018-10705,2,Bad Randomness,Not Provided
2018-10705,2,Access Control,setOwner
2018-10705,2,Integer Overflow,setOwner
2018-10705,2,Bad Randomness,setOwner
2018-10705,2,Access Control,approve
2018-10705,2,Integer Overflow,approve
2018-10705,2,Bad Randomness,approve
2018-10705,2,Access Control,tokenRecipient
2018-10705,2,Integer Overflow,tokenRecipient
2018-10705,2,Bad Randomness,tokenRecipient
2018-10705,2,Access Control,receiveApproval
2018-10705,2,Integer Overflow,receiveApproval
2018-10705,2,Bad Randomness,receiveApproval
