dataname,auditor_idx,vulnerability,function_name
2018-13326,0,Integer Overflow,transfer
2018-13326,0,Integer Overflow,transferFrom
2018-13326,0,Bad Randomness,receiveApproval
2018-13326,1,Integer Overflow,distributeToken
2018-13326,2,Integer Overflow,transfer
2018-13326,2,Integer Overflow,transferFrom
2018-13326,2,Wrong Logic,transfer
2018-13326,2,Wrong Logic,transferFrom
2018-13326,2,Bad Randomness,transfer
2018-13326,2,Bad Randomness,transferFrom
2018-13326,2,Access Control,transfer
2018-13326,2,Access Control,transferFrom
2018-13326,2,Typo Constructor,transfer
2018-13326,2,Typo Constructor,transferFrom
2018-13326,2,Token Devalue,transfer
2018-13326,2,Token Devalue,transferFrom
