dataname,auditor_idx,vulnerability,function_name
2018-12063,0,Integer Overflow,mintToken
2018-12063,0,Integer Overflow,transferFrom
2018-12063,1,Typo Constructor,owned
2018-12063,1,Access Control,mintToken
2018-12063,1,Access Control,transferFrom
2018-12063,1,Access Control,approveAndCall
2018-12063,1,Access Control,burnFrom
2018-12063,2,Reentrancy,_transferFrom
2018-12063,2,Unrestricted Minting,mintToken
2018-12063,2,Unrestricted Freeze/Unfreeze,freezeAccount
2018-12063,2,Unrestricted Price Manipulation,setPrices
2018-12063,2,Unrestricted Purchase,buy
2018-12063,2,Unrestricted Sale,sell
