dataname,auditor_idx,vulnerability,function_name
2018-12083,0,Bad Randomness,MorphToken
2018-12083,0,Bad Randomness,PayWinner
2018-12083,0,Bad Randomness,ToOwner
2018-12083,0,Integer Overflow,mintToken
2018-12083,0,Integer Overflow,burn
2018-12083,0,Integer Overflow,burnFrom
2018-12083,0,Integer Overflow,transfer
2018-12083,0,Integer Overflow,transferFrom
2018-12083,0,Integer Overflow,approve
2018-12083,0,Integer Overflow,approveAndCall
2018-12083,0,Access Control,mintToken
2018-12083,0,Access Control,burn
2018-12083,0,Access Control,burnFrom
2018-12083,0,Access Control,transfer
2018-12083,0,Access Control,transferFrom
2018-12083,0,Access Control,approve
2018-12083,0,Access Control,approveAndCall
