dataname,auditor_idx,vulnerability,function_name
2018-17882,0,Integer Overflow,create
2018-17882,0,Integer Overflow,batchTransfer
2018-17882,0,Wrong Logic,transferFrom
2018-17882,0,Integer Overflow,transferFrom
2018-17882,0,Integer Overflow,approve
2018-17882,1,Integer Overflow,batchTransfer
2018-17882,2,Integer Overflow,batchTransfer
2018-17882,2,Wrong Logic,batchTransfer
2018-17882,2,Bad Randomness,batchTransfer
2018-17882,2,Access Control,batchTransfer
2018-17882,2,Typo Constructor,batchTransfer
2018-17882,2,Token Devalue,batchTransfer
