dataname,auditor_idx,vulnerability,function_name
2021-34273,0,Integer Overflow,transfer
2021-34273,0,Integer Overflow,transferFrom
2021-34273,0,Integer Overflow,distributeToken
2021-34273,0,Wrong Logic,transfer
2021-34273,0,Wrong Logic,transferFrom
2021-34273,0,Wrong Logic,distributeToken
2021-34273,0,Bad Randomness,transfer
2021-34273,0,Bad Randomness,transferFrom
2021-34273,0,Bad Randomness,distributeToken
2021-34273,0,Access Control,transfer
2021-34273,0,Access Control,transferFrom
2021-34273,0,Access Control,distributeToken
2021-34273,0,Typo Constructor,transfer
2021-34273,0,Typo Constructor,transferFrom
2021-34273,0,Typo Constructor,distributeToken
