dataname,auditor_idx,vulnerability,function_name
2018-10376,0,Integer Overflow,transfer
2018-10376,0,Integer Overflow,transferFrom
2018-10376,0,Integer Overflow,approve
2018-10376,0,Integer Overflow,allowance
2018-10376,0,Integer Overflow,balanceOf
2018-10376,0,Integer Overflow,totalSupply
2018-10376,0,Integer Overflow,setExclude
2018-10376,0,Integer Overflow,removeLock
2018-10376,0,Integer Overflow,addLock
2018-10376,0,Integer Overflow,changeOwner
2018-10376,0,Integer Overflow,acceptOwnership
2018-10376,0,Integer Overflow,Owned
2018-10376,0,Integer Overflow,Controlled
2018-10376,0,Integer Overflow,transferEnabled
2018-10376,0,Integer Overflow,lockFlag
2018-10376,0,Integer Overflow,locked
2018-10376,0,Integer Overflow,exclude
2018-10376,0,Integer Overflow,nonces
2018-10376,0,Integer Overflow,allocateEndTime
2018-10376,0,Integer Overflow,transferProxy
2018-10376,0,Integer Overflow,approveProxy
2018-10376,0,Integer Overflow,approveAndCall
2018-10376,0,Integer Overflow,approveAndCallcode
2018-10376,0,Integer Overflow,balances
2018-10376,0,Integer Overflow,totalSupply
2018-10376,0,Integer Overflow,name
2018-10376,0,Integer Overflow,decimals
2018-10376,0,Integer Overflow,symbol
2018-10376,0,Integer Overflow,version
2018-10376,0,Integer Overflow,allocateEndTime
2018-10376,0,Integer Overflow,nonces
