dataname,auditor_idx,vulnerability,function_name
2018-12067,0,Integer Overflow,mintToken
2018-12067,0,Integer Overflow,transfer
2018-12067,0,Integer Overflow,transferFrom
2018-12067,0,Integer Overflow,approve
2018-12067,1,Reentrancy,transfer
2018-12067,1,Reentrancy,transferFrom
2018-12067,1,Integer Overflow,buy
2018-12067,1,Integer Overflow,sell
2018-12067,2,Arbitrary Transfer of Tokens,transfer
2018-12067,2,Arbitrary Transfer of Tokens,transferFrom
2018-12067,2,Minting Unauthorized Tokens,mintToken
2018-12067,2,Freeze Account Uncontrolled,freezeAccount
2018-12067,2,Price Manipulation,setPrices
2018-12067,2,Unrestricted Purchase,buy
2018-12067,2,Unrestricted Sale,sell
