dataname,auditor_idx,vulnerability,function_name
2018-14004,0,Integer Overflow,distribute_100_tokens_to_many
2018-14004,0,Integer Overflow,transfer_tokens_after_ICO
2018-14004,0,Wrong Logic,distribute_100_tokens_to_many
2018-14004,0,Wrong Logic,transfer_tokens_after_ICO
2018-14004,0,Integer Overflow,initialInvestor
2018-14004,1,Integer Overflow,distribute_100_tokens_to_many
2018-14004,1,Denial of service attack,transfer_tokens_after_ICO
2018-14004,2,Integer Overflow,balance_wirthdraw
2018-14004,2,Integer Overflow,balances_available_for_crowdsale
2018-14004,2,String Overflow,developer_Coin_character
2018-14004,2,String Overflow,developer_new_address_for_funds
2018-14004,2,String Overflow,developer_add_Excycles
2018-14004,2,String Overflow,developer_new_price
2018-14004,2,String Overflow,developer_crowdsale_text
2018-14004,2,String Overflow,developer_new_symbol
