dataname,auditor_idx,vulnerability,function_name
2018-13493,0,integer overflow,TokenERC20._transfer
2018-13493,0,integer overflow,DaddyToken._transfer
2018-13493,0,integer overflow,TokenERC20.transfer
2018-13493,0,integer overflow,DaddyToken.transfer
2018-13493,0,integer overflow,TokenERC20.transferFrom
2018-13493,0,integer overflow,DaddyToken.transferFrom
2018-13493,0,integer overflow,TokenERC20.burn
2018-13493,0,integer overflow,DaddyToken.burn
2018-13493,0,integer overflow,TokenERC20.burnFrom
2018-13493,0,integer overflow,DaddyToken.burnFrom
2018-13493,0,integer overflow,DaddyToken.distributeToken
2018-13493,0,integer overflow,DaddyToken.sell
